latitude,longitude
-8.48,-12.78
-8.48,-14.43
-8.48,-16.33
-8.48,-24.35
-8.48,-28.67
-8.48,-30.3
-8.48,-178.15
-8.5,105.75
-8.5,96.03
-8.5,84.73
-8.5,84.5
-8.5,84.33
-8.5,83.82
-8.5,70.55
-8.5,49.77
-8.5,11.82
-8.5,8.43
-8.5,-13.48
-8.5,-15.46
-8.5,-23.12
-8.5,-28.45
-8.5,-34.27
-8.52,169.32
-8.52,108.56
-8.52,103.78
-8.52,103.35
-8.52,88.52
-8.52,86.35
-8.52,80.72
-8.52,44
-8.52,43.29
-8.52,-10.35
-8.52,-13.85
-8.52,-23.21
-8.52,-29.47
-8.53,108.18
-8.53,87.83
-8.53,84.53
-8.53,81.67
-8.53,-13.47
-8.53,-13.82
-8.53,-15.27
-8.53,-24.42
-8.53,-25.97
-8.53,-28.45
-8.53,-28.88
-8.53,-34.07
-8.53,-172.12
-8.55,102.35
-8.55,11.91
-8.55,6.37
-8.55,-12.92
-8.55,-13.52
-8.55,-24.38
-8.57,106.41
-8.57,102.37
-8.57,84.02
-8.57,83.27
-8.57,44.15
-8.57,-23.45
-8.57,-28.89
-8.58,108.88
-8.58,104.48
-8.58,90.61
-8.58,88.7
-8.58,85.05
-8.58,44.73
-8.58,44.05
-8.58,11.97
-8.58,-10.65
-8.58,-12.8
-8.58,-13.51
-8.58,-16.95
-8.58,-25.49
-8.58,-26.4
-8.6,104.05
-8.6,79.98
-8.6,74.85
-8.6,43.97
-8.6,4.23
-8.6,-12.8
-8.6,-25.25
-8.6,-25.73
-8.6,-29.03
-8.62,103.35
-8.62,88.73
-8.62,86.05
-8.62,43.97
-8.62,43.07
-8.62,-13.4
-8.62,-13.48
-8.62,-174.49
-8.62,-175.12
-8.63,104.95
-8.63,102.75
-8.63,45.75
-8.63,43.53
-8.63,-13.52
-8.63,-29.58
-8.65,103.78
-8.65,97.53
-8.65,87.77
-8.65,79.65
-8.65,12.56
-8.65,4.52
-8.65,-13.47
-8.65,-22.65
-8.65,-23.4
-8.65,-34.1
-8.65,-173.49
-8.67,106.25
-8.67,105.63
-8.67,105.08
-8.67,101.9
-8.67,82.48
-8.67,75.57
-8.67,70.61
-8.67,42.7
-8.67,11.62
-8.67,-4.35
-8.67,-14.72
-8.67,-16.47
-8.67,-22.9
-8.67,-26.98
-8.68,108.62
-8.68,105.75
-8.68,101.94
-8.68,90.99
-8.68,88.78
-8.68,82.18
-8.68,-9
-8.68,-12.47
-8.68,-14.15
-8.68,-16.1
-8.68,-24.67
-8.68,-25.43
-8.68,-26.03
-8.68,-27.27
-8.7,58.75
-8.7,12.1
-8.7,2.52
-8.7,-26.75
-8.7,-27.56
-8.7,-29.53
-8.72,106
-8.72,90.89
-8.72,83.17
-8.72,-12.97
-8.72,-14.23
-8.72,-15.33
-8.72,-19.57
-8.72,-21.02
-8.73,109
-8.73,107.4
-8.73,106.02
-8.73,102.87
-8.73,100.18
-8.73,84.62
-8.73,80.25
-8.73,78.5
-8.73,77.9
-8.73,43.78
-8.73,-12.13
-8.73,-21.57
-8.73,-25.63
-8.73,-25.75
-8.73,-112.9
-8.75,104.88
-8.75,85.15
-8.75,85.03
-8.75,81.35
-8.75,63.47
-8.75,-11.47
-8.75,-25.38
-8.75,-25.39
-8.75,-33.47
-8.75,-34.53
-8.77,107.5
-8.77,104.48
-8.77,103.97
-8.77,89.74
-8.77,86.55
-8.77,84.95
-8.77,84.45
-8.77,79.35
-8.77,45.33
-8.77,-10.97
-8.77,-14.62
-8.77,-14.78
-8.77,-27.22
-8.77,-27.93
-8.77,-28.08
-8.78,171.12
-8.78,111.02
-8.78,103.92
-8.78,102.19
-8.78,93.08
-8.78,89.73
-8.78,83.3
-8.78,82.63
-8.78,79.38
-8.78,-12.53
-8.78,-12.83
-8.78,-14.07
-8.78,-14.48
-8.8,104.15
-8.8,102.45
-8.8,66.33
-8.8,40.32
-8.8,-12.72
-8.8,-13.45
-8.82,103.33
-8.82,85.55
-8.82,56.93
-8.82,-11.58
-8.82,-12.6
-8.82,-12.7
-8.82,-29.48
-8.83,104.02
-8.83,103.74
-8.83,99.05
-8.83,87.52
-8.83,85
-8.83,80.22
-8.83,45.72
-8.83,7.27
-8.83,-12.03
-8.83,-12.8
-8.83,-13.28
-8.83,-22.31
-8.83,-26.5
-8.83,-29.01
-8.83,-34.2
-8.85,109.55
-8.85,104.63
-8.85,103.46
-8.85,102.71
-8.85,90.16
-8.85,84.7
-8.85,-2.78
-8.85,-23.47
-8.85,-32.1
-8.87,123.22
-8.87,86.45
-8.87,84.05
-8.87,82.86
-8.87,-22.6
-8.87,-25.6
-8.87,-29.35
-8.88,89.22
-8.88,82.32
-8.88,79.79
-8.88,79.42
-8.88,74.78
-8.88,-20.57
-8.88,-22.9
-8.88,-27.25
-8.88,-27.31
-8.9,103.08
-8.9,102.12
-8.9,91.29
-8.9,84.28
-8.9,66.95
-8.9,-11.98
-8.9,-12.45
-8.9,-12.53
-8.9,-12.7
-8.9,-14.97
-8.9,-28.52
-8.92,103.52
-8.92,90.27
-8.92,46.16
-8.92,-12.63
-8.93,112.91
-8.93,98.95
-8.93,86.02
-8.93,-7.9
-8.93,-10.85
-8.93,-13.33
-8.93,-18.76
-8.93,-32.32
-8.95,105.18
-8.95,103.48
-8.95,103.08
-8.95,101.73
-8.95,92.95
-8.95,50.11
-8.95,44.6
-8.95,44.13
-8.95,42.03
-8.95,-12.98
-8.95,-13.27
-8.95,-13.48
-8.95,-16.47
-8.95,-23.47
-8.95,-24.22
-8.95,-26.54
-8.95,-29.33
-8.95,-30.48
-8.95,-33.42
-8.97,105.09
-8.97,98.18
-8.97,91.47
-8.97,90.3
-8.97,85.75
-8.97,69.58
-8.97,44.58
-8.97,-12.83
-8.97,-13.45
-8.97,-24.15
-8.97,-28.63
-8.98,110.08
-8.98,85.1
-8.98,45.1
-8.98,-1.53
-8.98,-12.68
-8.98,-13.73
-8.98,-25.02
-9,104.02
-9,96.5
-9,78.5
-9,75.45
-9,73.42
-9,72.15
-9,57
-9,45.68
-9,-13.05
-9,-15.42
-9,-28.58
-9,-30.05
-9,-33.04
-9,-34.42
-9.02,97.92
-9.02,89.4
-9.02,83.22
-9.02,82.78
-9.02,-33.73
-9.03,85.48
-9.03,46.23
-9.03,-13.3
-9.03,-16.85
-9.03,-27.33
-9.03,-27.71
-9.05,157.55
-9.05,124.17
-9.05,116.18
-9.05,103.1
-9.05,97.43
-9.05,89.03
-9.05,66.93
-9.05,51.95
-9.05,-12.18
-9.05,-22.79
-9.05,-32.26
-9.05,-32.52
-9.07,104
-9.07,99.06
-9.07,88.05
-9.07,78.8
-9.07,77.07
-9.07,75.68
-9.07,43.97
-9.07,-20.22
-9.07,-25.41
-9.07,-27.22
-9.07,-27.3
-9.08,87.47
-9.08,85.97
-9.08,83.87
-9.08,81.88
-9.08,80.48
-9.08,77.03
-9.08,-11.87
-9.08,-12.97
-9.08,-32.35
-9.1,116.4
-9.1,115.63
-9.1,101.78
-9.1,101.58
-9.1,84.64
-9.1,75.5
-9.1,44.1
-9.1,-11.13
-9.1,-11.37
-9.1,-12.32
-9.1,-13.97
-9.1,-17.51
-9.12,111.38
-9.12,100.63
-9.12,98.43
-9.12,82.85
-9.12,-13.18
-9.12,-26
-9.13,104.85
-9.13,104.37
-9.13,104.08
-9.13,101.82
-9.13,88.75
-9.13,88.47
-9.13,86.7
-9.13,78.52
-9.13,1.27
-9.13,-12.43
-9.13,-22.05
-9.13,-27.4
-9.13,-31.52
-9.15,98.32
-9.15,44.71
-9.15,43.85
-9.15,43.25
-9.15,-31.4
-9.17,92.3
-9.17,81.52
-9.17,81.37
-9.17,44.53
-9.17,44.37
-9.17,-13.65
-9.17,-29.12
-9.18,103.65
-9.18,102.45
-9.18,85.58
-9.18,82.26
-9.18,44.25
-9.18,43.33
-9.18,10.98
-9.18,-12.18
-9.18,-14.6
-9.18,-16.93
-9.2,169.45
-9.2,104.12
-9.2,81.53
-9.2,75
-9.2,44.47
-9.2,43.12
-9.2,-10.62
-9.2,-12.63
-9.2,-27.33
-9.2,-28.59
-9.2,-31.32
-9.22,115.38
-9.22,102.43
-9.22,83.7
-9.22,-11.98
-9.22,-19.52
-9.23,127.5
-9.23,103.75
-9.23,102.5
-9.23,101.48
-9.23,98.33
-9.23,81.48
-9.23,79.83
-9.23,-11.48
-9.23,-15.57
-9.23,-25.55
-9.23,-26.22
-9.25,106
-9.25,102.8
-9.25,102.27
-9.25,97.88
-9.25,84.99
-9.25,67.17
-9.25,-11.8
-9.25,-22.73
-9.25,-26.07
-9.25,-28.15
-9.25,-29.55
-9.27,90.28
-9.27,88.38
-9.27,88.27
-9.27,86.42
-9.27,83.03
-9.27,81.63
-9.27,-10.72
-9.27,-13.12
-9.27,-25.77
-9.27,-30.83
-9.28,103.67
-9.28,99.76
-9.28,87.33
-9.28,12.5
-9.28,-10.63
-9.28,-12.47
-9.28,-22.63
-9.28,-23.33
-9.28,-25.83
-9.28,-27.15
-9.28,-28.27
-9.29,-34.22
-9.3,89.15
-9.3,83.65
-9.3,56.95
-9.3,43.65
-9.3,41.1
-9.3,-21.53
-9.3,-23.95
-9.3,-25.47
-9.3,-29.07
-9.32,105.02
-9.32,104.11
-9.32,100.48
-9.32,89
-9.32,84.57
-9.32,75.53
-9.32,60.88
-9.32,-13.42
-9.32,-13.52
-9.32,-27.32
-9.33,104.51
-9.33,90.5
-9.33,84.57
-9.33,84.38
-9.33,-10.15
-9.33,-11.88
-9.33,-12.25
-9.33,-12.43
-9.33,-12.51
-9.33,-12.78
-9.33,-29.58
-9.33,-30.17
-9.33,-32.32
-9.33,-138.02
-9.35,102.53
-9.35,82.95
-9.35,77.44
-9.35,73.48
-9.35,-7.76
-9.35,-10.5
-9.35,-11.9
-9.37,102.5
-9.37,102.37
-9.37,95.85
-9.37,95.17
-9.37,88.63
-9.37,-12.13
-9.37,-26.94
-9.37,-28.07
-9.37,-29.08
-9.38,96.68
-9.38,81.95
-9.38,80.81
-9.38,46.6
-9.38,-11.87
-9.38,-13.65
-9.38,-14.2
-9.4,120.9
-9.4,103.43
-9.4,102.63
-9.4,44.58
-9.4,-11.07
-9.4,-11.52
-9.4,-11.78
-9.4,-12.62
-9.4,-13.8
-9.4,-25.91
-9.4,-26.67
-9.4,-126.02
-9.4,-168.25
-9.42,103.64
-9.42,101.93
-9.42,97.35
-9.42,95.42
-9.42,88.88
-9.42,88.87
-9.42,44.82
-9.42,-11.93
-9.42,-13.32
-9.42,-16.6
-9.43,100.77
-9.43,99.54
-9.43,86.15
-9.43,82.82
-9.43,42.27
-9.43,11.8
-9.43,-14.55
-9.43,-24.25
-9.43,-25.23
-9.43,-32.69
-9.45,102.23
-9.45,83.6
-9.45,79.56
-9.45,3.55
-9.45,-6.12
-9.45,-12.57
-9.45,-14.08
-9.45,-14.15
-9.45,-35
-9.47,104.63
-9.47,103.21
-9.47,101.5
-9.47,101.49
-9.47,72.33
-9.47,44.01
-9.47,6.35
-9.47,-10.58
-9.47,-11.4
-9.47,-26.35
-9.48,102.87
-9.48,101.57
-9.48,89.03
-9.48,-11.12
-9.48,-12.95
-9.48,-26.28
-9.48,-27.98
-9.48,-29.55
-9.48,-131.73
-9.5,105
-9.5,104.65
-9.5,103.17
-9.5,101.58
-9.5,101.4
-9.5,91.1
-9.5,80.12
-9.5,44.35
-9.5,44.13
-9.5,-28.72
-9.5,-29.53
-9.5,-129.93
-9.52,105.24
-9.52,90.13
-9.52,89.22
-9.52,83.98
-9.52,81.62
-9.52,44.75
-9.52,43.75
-9.52,-12.08
-9.52,-16.2
-9.52,-25.53
-9.52,-30.05
-9.52,-32.9
-9.53,123
-9.53,105.26
-9.53,103.06
-9.53,102.28
-9.53,86.12
-9.53,77.16
-9.53,0.28
-9.53,-11.38
-9.53,-11.65
-9.53,-11.8
-9.53,-15.3
-9.53,-23.4
-9.53,-28.12
-9.53,-133.3
-9.53,-134.87
-9.55,90.18
-9.55,-12.15
-9.55,-12.83
-9.55,-12.93
-9.55,-12.98
-9.55,-136.63
-9.57,104.44
-9.57,103.98
-9.57,103.17
-9.57,98.84
-9.57,-15.97
-9.57,-32.37
-9.57,-33.15
-9.58,158.28
-9.58,100.72
-9.58,90.62
-9.58,83.8
-9.58,83.8
-9.58,80.76
-9.58,78.1
-9.58,46.8
-9.58,43.75
-9.58,-13.1
-9.58,-19.15
-9.58,-24.14
-9.6,104.13
-9.6,102.65
-9.6,101.91
-9.6,92.67
-9.6,90.21
-9.6,82.52
-9.6,80.15
-9.6,44.72
-9.6,2.25
-9.6,-10.68
-9.62,100.06
-9.62,90.65
-9.62,87.72
-9.62,82.91
-9.62,70.28
-9.62,-32.4
-9.63,109.06
-9.63,89
-9.63,88.73
-9.63,84.3
-9.63,79.48
-9.63,76.73
-9.63,-12.28
-9.63,-12.63
-9.63,-12.88
-9.63,-26.5
-9.65,126.98
-9.65,101.58
-9.65,87.06
-9.65,82.48
-9.65,45.9
-9.65,-10.95
-9.65,-11.78
-9.65,-12.92
-9.65,-14.63
-9.67,122
-9.67,113.37
-9.67,106.31
-9.67,100.8
-9.67,98.75
-9.67,87.25
-9.67,84.99
-9.67,80.08
-9.67,44.81
-9.67,-11.65
-9.67,-12.17
-9.67,-30.33
-9.68,89.7
-9.68,85.95
-9.68,42.47
-9.68,-14.73
-9.68,-23.52
-9.68,-35.5
-9.7,116.75
-9.7,103.35
-9.7,102.91
-9.7,88.38
-9.7,87.42
-9.7,82.72
-9.7,77.5
-9.7,-31
-9.7,-32.63
-9.72,103.68
-9.72,98.78
-9.72,93.62
-9.72,84.46
-9.72,-11.87
-9.72,-15.86
-9.72,-21.74
-9.72,-22.68
-9.72,-29.77
-9.73,103.27
-9.73,75.12
-9.73,1.45
-9.73,-10
-9.73,-11.22
-9.73,-11.88
-9.73,-12.57
-9.73,-16.6
-9.73,-23.67
-9.73,-29.37
-9.75,104.52
-9.75,99.34
-9.75,89.01
-9.75,88.57
-9.75,87.28
-9.75,86.23
-9.75,85.65
-9.75,83.56
-9.75,79.75
-9.75,43.8
-9.75,42.97
-9.75,-12.2
-9.75,-25.25
-9.75,-26.63
-9.75,-28.09
-9.75,-34.23
-9.77,112.87
-9.77,103.03
-9.77,102.92
-9.77,93.45
-9.77,90.27
-9.77,86.87
-9.77,81.58
-9.77,71.45
-9.77,44.13
-9.77,43.46
-9.77,-9.9
-9.77,-12.32
-9.77,-14.87
-9.78,104.99
-9.78,90.47
-9.78,85.2
-9.78,84.27
-9.78,83.78
-9.78,78.91
-9.78,44.12
-9.78,-11.27
-9.78,-11.4
-9.78,-11.77
-9.78,-12.02
-9.78,-12.27
-9.78,-12.73
-9.78,-21.78
-9.8,103.77
-9.8,89.73
-9.8,-9.75
-9.8,-20.1
-9.8,-26.13
-9.82,103.63
-9.82,103.57
-9.82,102.56
-9.82,93.33
-9.82,88.18
-9.82,44.42
-9.82,44.08
-9.82,-3.62
-9.82,-10.37
-9.82,-13.27
-9.82,-29.93
-9.83,171.57
-9.83,116.22
-9.83,95.15
-9.83,89.34
-9.83,83.03
-9.83,79.57
-9.83,49.88
-9.83,43.9
-9.83,11.37
-9.83,-11.48
-9.83,-11.67
-9.83,-12.2
-9.83,-26.64
-9.83,-27.75
-9.83,-32.72
-9.85,102.83
-9.85,87.73
-9.85,87.05
-9.85,82.35
-9.85,44.93
-9.85,-11.5
-9.85,-13.55
-9.85,-17.41
-9.85,-18.95
-9.85,-25.75
-9.85,-25.77
-9.85,-27.67
-9.87,99.43
-9.87,87
-9.87,85.25
-9.87,84
-9.87,83.93
-9.87,83.87
-9.87,83.31
-9.87,82.72
-9.87,80.4
-9.87,-11.6
-9.87,-12.03
-9.87,-27.57
-9.88,86.58
-9.88,79.08
-9.88,42.87
-9.88,-11.8
-9.88,-28.08
-9.9,103.82
-9.9,92.4
-9.9,88.58
-9.9,84.13
-9.9,83.43
-9.9,-12.82
-9.9,-28.47
-9.9,-29.48
-9.92,101.55
-9.92,100.78
-9.92,86.15
-9.92,80.78
-9.92,75.75
-9.92,44.57
-9.92,-18.51
-9.92,-29.28
-9.92,-33.88
-9.93,113.03
-9.93,103.47
-9.93,99.78
-9.93,90
-9.93,89.23
-9.93,78.31
-9.93,-19.38
-9.93,-30.98
-9.95,105
-9.95,98.7
-9.95,98
-9.95,83.95
-9.95,79.55
-9.95,74.72
-9.95,47.02
-9.95,-19.85
-9.95,-27.2
-9.95,-33.63
-9.97,113.07
-9.97,105.34
-9.97,101.83
-9.97,94.75
-9.97,81.87
-9.97,4.68
-9.97,-2.23
-9.97,-10.58
-9.97,-12
-9.97,-25.12
-9.97,-30.02
-9.97,-31.93
-9.98,88.23
-9.98,84
-9.98,81.88
-9.98,44.4
-9.98,-12.2
-9.98,-12.98
-9.98,-13.45
-10,100
-10,99.62
-10,99.46
-10,96.22
-10,96.17
-10,95.73
-10,84.8
-10,84.65
-10,82.32
-10,2.05
-10,-20.47
-10,-23.72
-10,-25.9
-10,-30.01
-10,-33.2
-10.02,164.78
-10.02,112.6
-10.02,105.3
-10.02,103.1
-10.02,101.68
-10.02,90.31
-10.02,41.92
-10.02,-11.28
-10.02,-13.18
-10.02,-24.97
-10.02,-28.65
-10.03,127.53
-10.03,103.55
-10.03,101.7
-10.03,86.22
-10.03,84.83
-10.03,80.42
-10.03,79.44
-10.03,-11.4
-10.03,-18.37
-10.03,-27.9
-10.03,-31.09
-10.05,90.2
-10.05,81.54
-10.05,80.57
-10.05,2.8
-10.05,-23.77
-10.05,-30.77
-10.05,-30.78
-10.05,-32.23
-10.07,104.98
-10.07,104.26
-10.07,103
-10.07,93.8
-10.07,89.85
-10.07,89.46
-10.07,43.23
-10.07,-29.82
-10.08,103.8
-10.08,103.56
-10.08,83.42
-10.08,65.75
-10.08,57.33
-10.08,42.03
-10.08,-10.12
-10.08,-12.85
-10.1,159
-10.1,105.17
-10.1,79.58
-10.1,40.28
-10.1,-8.93
-10.1,-11.51
-10.1,-12.55
-10.1,-12.63
-10.1,-13.42
-10.12,95.97
-10.12,87.55
-10.12,80.6
-10.12,45.1
-10.12,-12.67
-10.12,-13.88
-10.12,-25.63
-10.12,-29.55
-10.13,115.72
-10.13,103.13
-10.13,102.39
-10.13,101.81
-10.13,101.2
-10.13,84.93
-10.13,82.07
-10.13,78.67
-10.13,78.22
-10.13,44.55
-10.13,44.15
-10.13,42
-10.13,-19.68
-10.13,-21.9
-10.13,-27.97
-10.13,-29.7
-10.13,-31.08
-10.13,-33.17
-10.15,115.68
-10.15,101.58
-10.15,92.85
-10.15,89.31
-10.15,46.35
-10.15,-11.97
-10.15,-12.9
-10.15,-14.52
-10.15,-21.35
-10.17,106.3
-10.17,104.38
-10.17,104.08
-10.17,103.78
-10.17,101.92
-10.17,84.97
-10.17,76.28
-10.17,-9.97
-10.17,-24.25
-10.17,-25.83
-10.17,-30.72
-10.18,104.86
-10.18,103.17
-10.18,102.58
-10.18,42.91
-10.18,-26.12
-10.18,-28.27
-10.18,-30.23
-10.18,-34.48
-10.2,103.32
-10.2,102.38
-10.2,99.68
-10.2,97.32
-10.2,88.58
-10.2,84.59
-10.2,59.05
-10.2,44.12
-10.2,-7.65
-10.2,-11.53
-10.2,-11.63
-10.2,-31.08
-10.2,-31.54
-10.22,104.05
-10.22,85.75
-10.22,67.98
-10.22,11.52
-10.22,-0.18
-10.22,-26.02
-10.22,-28.05
-10.23,81.7
-10.23,80.73
-10.23,76.75
-10.23,44.5
-10.23,-10.9
-10.23,-11.18
-10.23,-11.25
-10.23,-12.07
-10.23,-15.08
-10.23,-25.85
-10.23,-29.45
-10.25,105.57
-10.25,99
-10.25,83.37
-10.25,78.86
-10.25,-11.93
-10.25,-12.58
-10.25,-14.9
-10.25,-29.63
-10.27,126.43
-10.27,103.73
-10.27,51
-10.27,-5.32
-10.27,-11.78
-10.27,-28.58
-10.27,-29.9
-10.28,104.87
-10.28,102.93
-10.28,101.73
-10.28,90.25
-10.28,87.48
-10.28,-11.62
-10.28,-13.67
-10.28,-15.22
-10.28,-27.03
-10.3,120.9
-10.3,88.68
-10.3,86.67
-10.3,44.15
-10.3,-10.48
-10.3,-11.32
-10.3,-11.78
-10.3,-11.82
-10.3,-26.72
-10.3,-26.83
-10.3,-29.63
-10.32,66.73
-10.32,-5.58
-10.32,-11.17
-10.32,-11.37
-10.32,-12.07
-10.32,-23.23
-10.32,-34.72
-10.33,101.02
-10.33,-11.83
-10.33,-24.35
-10.33,-123.97
-10.35,115.32
-10.35,105.79
-10.35,103.03
-10.35,100.85
-10.35,100.82
-10.35,44.63
-10.35,-10.18
-10.35,-12.1
-10.35,-21.45
-10.35,-22.53
-10.37,103.98
-10.37,91.35
-10.37,88.63
-10.37,85.76
-10.37,80.65
-10.37,0.38
-10.37,-112.15
-10.38,102.7
-10.38,45.15
-10.38,-9.8
-10.38,-11.18
-10.38,-22.85
-10.38,-30.13
-10.4,104.93
-10.4,104.02
-10.4,82.48
-10.4,44.03
-10.4,42.93
-10.4,-11.48
-10.4,-14.78
-10.4,-23.2
-10.4,-24.36
-10.42,104.98
-10.42,94
-10.42,-10.05
-10.42,-12.37
-10.43,114.28
-10.43,95.03
-10.43,77.88
-10.43,44.13
-10.43,-9.3
-10.43,-10.78
-10.43,-11.55
-10.43,-33.93
-10.45,106
-10.45,103.02
-10.45,90.78
-10.45,88.02
-10.45,-10.12
-10.45,-10.42
-10.45,-23.68
-10.45,-30.2
-10.47,42.98
-10.47,-9.43
-10.47,-12.2
-10.48,101.2
-10.48,-10.93
-10.48,-11.3
-10.48,-29.3
-10.48,-35.91
-10.5,105.23
-10.5,104.4
-10.5,92.08
-10.5,83.27
-10.5,82.25
-10.5,-12.28
-10.5,-13.1
-10.5,-13.12
-10.5,-31.98
-10.52,103.82
-10.52,102.68
-10.52,76.72
-10.52,45.65
-10.52,-9.7
-10.52,-24.07
-10.53,102.48
-10.53,100.18
-10.53,95.03
-10.53,90.26
-10.53,88.5
-10.53,43.46
-10.53,-10.4
-10.53,-11.32
-10.53,-11.88
-10.53,-12.5
-10.53,-14.18
-10.55,91.93
-10.55,83.9
-10.55,82.28
-10.55,80.7
-10.55,44.17
-10.55,43.81
-10.55,43.68
-10.55,-11.63
-10.55,-11.7
-10.55,-11.73
-10.55,-24.9
-10.55,-27.92
-10.55,-28.27
-10.55,-28.67
-10.57,101.91
-10.57,93.67
-10.57,85.81
-10.57,80.13
-10.57,63.6
-10.57,43.88
-10.57,41.43
-10.57,2.75
-10.57,-22.25
-10.57,-28.4
-10.58,105.24
-10.58,103.87
-10.58,102.56
-10.58,96.93
-10.58,96.82
-10.58,92.25
-10.58,83.97
-10.58,43.85
-10.58,-10.48
-10.58,-10.73
-10.58,-10.82
-10.58,-12.25
-10.58,-12.62
-10.58,-14.62
-10.58,-26.04
-10.6,102.6
-10.6,102.49
-10.6,102.06
-10.6,90.91
-10.6,85.6
-10.6,44.12
-10.6,-2.78
-10.6,-11.08
-10.6,-11.7
-10.6,-23.48
-10.6,-35.18
-10.62,126.02
-10.62,103.23
-10.62,102.89
-10.62,90.33
-10.62,83.86
-10.62,83.36
-10.62,45.84
-10.62,42.88
-10.62,-11.03
-10.62,-11.12
-10.62,-22.18
-10.62,-25.98
-10.62,-26.58
-10.62,-27.77
-10.63,112.15
-10.63,104.44
-10.63,99.14
-10.63,88.67
-10.63,87.52
-10.63,82.63
-10.63,82.02
-10.63,44.47
-10.63,42.97
-10.63,41.98
-10.63,-11.97
-10.63,-12.33
-10.63,-14.42
-10.63,-22.64
-10.63,-28.23
-10.63,-31.87
-10.63,-34.14
-10.65,103.62
-10.65,100.43
-10.65,97.43
-10.65,75.92
-10.65,43.03
-10.65,4.15
-10.65,-10.92
-10.65,-11.7
-10.65,-22.73
-10.65,-26.93
-10.67,119.2
-10.67,111.47
-10.67,99.03
-10.67,87.67
-10.67,78.77
-10.67,56.72
-10.67,44.45
-10.67,-10.32
-10.67,-11.08
-10.67,-15.77
-10.67,-27.5
-10.67,-28.9
-10.67,-29.51
-10.67,-30.79
-10.68,107.95
-10.68,107.17
-10.68,102.19
-10.68,85.75
-10.68,50.8
-10.68,43.57
-10.68,-24.4
-10.68,-26.05
-10.68,-116.7
-10.7,102.52
-10.7,94.12
-10.7,88.57
-10.7,76.52
-10.7,44.88
-10.7,-6.93
-10.7,-10.46
-10.7,-10.95
-10.72,117.59
-10.72,114.53
-10.72,103.57
-10.72,100.32
-10.72,97.91
-10.72,95.05
-10.72,89.25
-10.72,82.63
-10.72,43.33
-10.72,4.27
-10.72,-10.68
-10.72,-11.68
-10.72,-11.68
-10.72,-11.78
-10.72,-25.55
-10.72,-27.18
-10.72,-29
-10.72,-33.05
-10.72,-33.98
-10.72,-163.57
-10.73,106.23
-10.73,99.72
-10.73,85.48
-10.73,-10.72
-10.73,-14.05
-10.73,-15.82
-10.73,-23.27
-10.73,-24.48
-10.73,-25.43
-10.73,-29.22
-10.73,-32.63
-10.75,103.97
-10.75,100.92
-10.75,84.7
-10.75,56.52
-10.75,0.17
-10.75,-10.08
-10.75,-10.98
-10.75,-27.14
-10.75,-27.29
-10.75,-27.98
-10.77,98.8
-10.77,94
-10.77,91.65
-10.77,89.85
-10.77,85.58
-10.77,84.68
-10.77,84.6
-10.77,44
-10.77,-10.73
-10.77,-26.65
-10.78,111.64
-10.78,106.43
-10.78,103.32
-10.78,102.56
-10.78,98.6
-10.78,-10.67
-10.78,-23.8
-10.78,-33.27
-10.8,102.04
-10.8,98.12
-10.8,81.47
-10.8,-22.88
-10.8,-33.57
-10.82,108.88
-10.82,84.47
-10.82,81.68
-10.82,-4.22
-10.82,-9.92
-10.82,-24.6
-10.83,104.32
-10.83,102.6
-10.83,97.92
-10.83,85.27
-10.83,44.15
-10.83,42.62
-10.83,-10.92
-10.83,-12.38
-10.83,-12.8
-10.83,-13.27
-10.83,-20.99
-10.83,-26.35
-10.83,-27.38
-10.83,-27.85
-10.83,-29.77
-10.85,103.07
-10.85,102.12
-10.85,101.9
-10.85,44.98
-10.85,44.38
-10.85,12.5
-10.85,-12.02
-10.85,-12.37
-10.85,-27.87
-10.87,100.77
-10.87,98.27
-10.87,91.3
-10.87,84.8
-10.87,81
-10.87,-8.88
-10.87,-9.65
-10.87,-10.45
-10.87,-23.93
-10.88,102.23
-10.88,93.57
-10.88,81.47
-10.88,44.4
-10.9,116.67
-10.9,105.82
-10.9,105
-10.9,-9.35
-10.9,-9.5
-10.9,-10.5
-10.9,-12.25
-10.9,-16.55
-10.9,-28.86
-10.92,97.1
-10.92,-29.92
-10.93,117.37
-10.93,86.66
-10.93,45
-10.93,42.74
-10.93,-9.28
-10.93,-10.1
-10.93,-10.5
-10.93,-10.75
-10.93,-12.57
-10.93,-26.85
-10.93,-31.52
-10.93,-139.9
-10.95,104.6
-10.95,91.72
-10.95,90.65
-10.95,86.57
-10.95,44.33
-10.95,-10.77
-10.95,-10.95
-10.95,-11.45
-10.95,-11.5
-10.95,-11.78
-10.97,87.62
-10.97,83.43
-10.97,83.22
-10.97,45.22
-10.97,-11.6
-10.98,100.03
-10.98,83.67
-10.98,81.22
-10.98,-24.2
-10.98,-24.51
-10.98,-27.67
-10.98,-30.55
-10.98,-33.37
-11,102.55
-11,101.39
-11,100.54
-11,97.23
-11,95.68
-11,94.17
-11,80.62
-11,-10.52
-11,-23.36
-11,-24.18
-11,-26.47
-11,-31.35
-11.02,102.87
-11.02,83.95
-11.02,80.09
-11.02,51.98
-11.02,-25.05
-11.02,-29.42
-11.02,-31.3
-11.02,-33.82
-11.03,117.08
-11.03,114.92
-11.03,101.12
-11.03,83.15
-11.03,78.33
-11.03,72.29
-11.03,-11.42
-11.03,-26.68
-11.03,-34.68
-11.05,105.88
